pixel_id,class_name,zone,split,time_step,DOY,year,temperature_2m_C,dewpoint_temperature_2m_C,total_precipitation,temp_norm,prec_norm,dew_norm,.geo
0,Grapes,CA_Zone1,test,1,10,2021,7.956035168965684,4.562551053365098,7.796161886899207E-4,0.21057087517580989,0.006459986183283112,0.5390543328771242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55055600395902,39.45018045541903]}"
2,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
3,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
4,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
5,Grapes,CA_Zone1,test,1,10,2021,8.389995129903184,5.0479839960734125,4.872927365798289E-4,0.21141497633200668,0.0048984135619728015,0.5838429181074769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55055600395902,39.050178625706295]}"
6,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
7,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
8,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
9,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
10,Grapes,CA_Zone1,test,1,10,2021,8.389995129903184,5.0479839960734125,4.872927365798289E-4,0.21141497633200668,0.0048984135619728015,0.5838429181074769,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55055600395902,39.050178625706295]}"
11,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
12,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
13,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
15,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
17,Grapes,CA_Zone1,test,1,10,2021,7.956035168965684,4.562551053365098,7.796161886899207E-4,0.21057087517580989,0.006459986183283112,0.5390543328771242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55055600395902,39.45018045541903]}"
18,Grapes,CA_Zone1,test,1,10,2021,7.956035168965684,4.562551053365098,7.796161886899207E-4,0.21057087517580989,0.006459986183283112,0.5390543328771242,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.55055600395902,39.45018045541903]}"
20,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
21,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
22,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
25,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
26,Grapes,CA_Zone1,test,1,10,2021,8.691167004903207,5.1876324335734125,4.6697270991017764E-4,0.20979562524562087,0.005132183930735279,0.6038576989872887,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.65055646138721,39.050178625706295]}"
27,Grapes,CA_Zone1,test,1,10,2021,8.690214856465673,5.000075467427621,4.7788011155138756E-4,0.2035828660244655,0.005593178137174151,0.6184151116753337,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-121.75055691881539,39.150179083134475]}"
