system:index,B11_t04,B12_t04,B2_t04,B3_t04,B4_t04,B5_t04,B6_t04,B7_t04,B8A_t04,B8_t04,class,class_name,zone,.geo
52_0,970.0,1074.0,9991.0,9783.0,9847.0,10055.0,9805.0,9498.0,9122.0,9895.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27969790719938,35.794360642554864]}"
108_0,989.0,1024.0,8367.0,8360.0,8593.0,8848.0,8761.0,8472.0,8288.0,8744.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.32012209498475,35.84915787488615]}"
148_0,990.0,1064.0,10448.0,10167.0,10103.0,10539.0,10219.0,9683.0,9469.0,10081.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.296406571484,35.718542832575174]}"
205_0,1023.0,1128.0,10592.0,10215.0,10208.0,10444.0,10116.0,9746.0,9414.0,10039.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29982016956366,35.7630992706675]}"
277_0,1088.0,1065.0,8567.0,8488.0,8625.0,8756.0,8527.0,8270.0,8103.0,8832.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26047396011921,35.7630992706675]}"
344_0,1126.0,1072.0,8488.0,8312.0,8457.0,8671.0,8481.0,8223.0,8073.0,8688.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25095181810755,35.78807243556603]}"
358_0,998.0,1092.0,10295.0,10143.0,10224.0,10384.0,10128.0,9756.0,9363.0,10079.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28580645113139,35.80046918648688]}"
467_0,1119.0,1163.0,10535.0,10295.0,10256.0,10438.0,10091.0,9779.0,9344.0,10119.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.21178527171995,35.843049330954145]}"
587_0,1067.0,1125.0,9960.0,9784.0,9896.0,10003.0,9772.0,9491.0,9180.0,9961.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29317263646116,35.756272074508196]}"
663_0,1083.0,1059.0,8832.0,8825.0,8912.0,9031.0,8864.0,8632.0,8359.0,9127.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2536467639599,35.788431761679675]}"
686_0,1144.0,1092.0,8216.0,8104.0,8190.0,8356.0,8194.0,8045.0,7890.0,8480.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2640672212557,35.76166196621291]}"
739_0,1013.0,1047.0,8943.0,8928.0,9199.0,9370.0,9161.0,8940.0,8629.0,9368.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31922377970064,35.84879854877251]}"
751_0,1098.0,1139.0,8704.0,8544.0,9040.0,9237.0,9056.0,8857.0,8508.0,9144.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28383015750633,35.795618283952635]}"
764_0,1098.0,1084.0,8440.0,8191.0,8376.0,8776.0,8518.0,8424.0,8135.0,8608.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28975903838152,35.79022839224792]}"
781_0,1033.0,1057.0,8311.0,8185.0,8487.0,8719.0,8708.0,8343.0,8294.0,8744.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3084439962912,35.830832243090114]}"
791_0,1108.0,1117.0,8344.0,8440.0,8640.0,8911.0,8735.0,8489.0,8271.0,8944.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24951451365297,35.827777971124114]}"
793_0,988.0,1072.0,10256.0,10168.0,10162.0,10347.0,10020.0,9667.0,9347.0,10072.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26712149322171,35.813225263521375]}"
804_0,1056.0,1146.0,9687.0,9727.0,9888.0,10092.0,9765.0,9470.0,9179.0,9920.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25113148116438,35.830832243090114]}"
817_0,988.0,969.0,4531.0,5168.0,5291.0,6912.0,6943.0,6491.0,6484.0,6172.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2324465232547,35.84484596152238]}"
832_0,945.0,943.0,7457.0,7497.0,7872.0,7782.0,7793.0,7656.0,7537.0,8344.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2468195678006,35.84772057043156]}"
839_0,1128.0,1103.0,8406.0,8360.0,8600.0,8899.0,8714.0,8499.0,8356.0,8856.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27933858108572,35.842330678726846]}"
859_0,1046.0,1141.0,10192.0,9896.0,10057.0,10268.0,9981.0,9635.0,9298.0,9960.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29227432117705,35.81843549216927]}"
863_0,936.0,991.0,9839.0,9759.0,9870.0,10212.0,9904.0,9559.0,9207.0,9904.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2513111442212,35.78645546805461]}"
866_0,1051.0,1079.0,8943.0,8928.0,9119.0,9400.0,9152.0,8894.0,8677.0,9321.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28113521165398,35.84610360292015]}"
868_0,1125.0,1190.0,9993.0,9873.0,9848.0,10035.0,9758.0,9411.0,9151.0,9888.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28329116833585,35.72680733318908]}"
874_0,1023.0,1120.0,9790.0,9775.0,9920.0,10090.0,9818.0,9472.0,9124.0,9895.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27125374352866,35.83783910230625]}"
878_0,1045.0,1124.0,9680.0,9624.0,9816.0,10016.0,9747.0,9444.0,9202.0,9984.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.31724748607557,35.83316786282883]}"
913_0,1097.0,1077.0,8841.0,8615.0,8695.0,8837.0,8597.0,8420.0,8204.0,8865.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.22561932709539,35.80244548011194]}"
933_0,1166.0,1201.0,9567.0,9455.0,9591.0,9794.0,9542.0,9240.0,8957.0,9744.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2475382200279,35.80621840430524]}"
941_0,1002.0,1105.0,10440.0,10175.0,10175.0,10294.0,10017.0,9717.0,9382.0,10055.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30197612624553,35.772801075736]}"
965_0,1023.0,1115.0,10232.0,10088.0,10072.0,10317.0,9981.0,9632.0,9255.0,10048.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2746673416083,35.80262514316876]}"
996_0,1086.0,1113.0,8129.0,8239.0,8592.0,8745.0,8475.0,8462.0,8098.0,8920.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30970163768897,35.84610360292015]}"
1012_0,970.0,1059.0,9760.0,9743.0,9879.0,10091.0,9817.0,9532.0,9238.0,9872.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29371162563164,35.82634066666952]}"
1015_0,1107.0,1095.0,8416.0,8431.0,8673.0,8845.0,8694.0,8415.0,8230.0,8896.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.25598238369862,35.82723898195364]}"
1017_0,1027.0,1133.0,10888.0,10439.0,10400.0,10600.0,10257.0,9829.0,9520.0,10192.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3129355727118,35.744593975814645]}"
1018_0,1026.0,1065.0,8785.0,8759.0,9039.0,9277.0,9044.0,8781.0,8560.0,9118.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28598611418822,35.84933753794298]}"
1021_0,961.0,1033.0,10160.0,9950.0,10016.0,10167.0,9881.0,9515.0,9182.0,10032.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24214832832318,35.814662567975965]}"
1036_0,1080.0,1137.0,10039.0,9838.0,9920.0,10146.0,9854.0,9479.0,9179.0,9912.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.23837540412988,35.815920209373736]}"
1042_0,1051.0,1141.0,9622.0,9630.0,9760.0,10054.0,9763.0,9466.0,9176.0,9783.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24987383976661,35.8337068519993]}"
1050_0,986.0,1045.0,10872.0,10344.0,10336.0,10438.0,10136.0,9803.0,9372.0,10159.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24699923085743,35.67075245946002]}"
1052_0,979.0,1058.0,10104.0,9870.0,9928.0,10094.0,9791.0,9537.0,9144.0,9951.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29766421288177,35.77872995661119]}"
1082_0,1059.0,1064.0,8713.0,8648.0,8752.0,8962.0,8771.0,8554.0,8345.0,8943.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26855879767629,35.77298073879282]}"
1088_0,1106.0,1166.0,8225.0,8472.0,8793.0,9018.0,8862.0,8725.0,8606.0,9280.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.2416093391527,35.84861888571569]}"
1091_0,1027.0,1100.0,10127.0,9959.0,9974.0,10208.0,9813.0,9396.0,9119.0,9936.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.27394868938102,35.803703121509706]}"
1098_0,1022.0,1078.0,10345.0,10127.0,10209.0,10376.0,10021.0,9701.0,9256.0,10088.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24574158945966,35.79993019731641]}"
1116_0,1090.0,1161.0,10080.0,9959.0,10048.0,10263.0,9963.0,9572.0,9241.0,9943.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.24628057863013,35.80927267627125]}"
1118_0,1067.0,1067.0,8776.0,8584.0,8688.0,8747.0,8529.0,8361.0,8245.0,9000.0,2,Cotton,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26370789514205,35.783221533031785]}"
1145_0,647.0,713.0,8863.5,8876.5,8684.0,9016.5,8468.5,8271.0,7517.5,8364.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.778981542113,35.5669072126158]}"
1335_0,938.0,1024.0,10055.0,9920.0,9945.0,10257.0,9960.0,9470.0,9323.0,9895.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3068270287798,35.6736270683692]}"
1700_0,1102.0,1177.0,9801.0,9681.0,9720.0,9953.0,9620.0,9348.0,9108.0,9727.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.28472847279045,35.71351226698411]}"
1769_0,789.0,905.0,10452.0,10372.0,10012.0,10330.0,10003.5,9604.0,9230.5,9888.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74879814856659,35.68422718872181]}"
1917_0,883.0,956.0,10301.0,10159.0,10103.0,10242.0,9954.0,9639.0,9262.0,10014.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30431174598425,35.66320661107341]}"
1924_0,462.5,519.5,7852.5,7675.5,7792.5,8304.5,7783.0,6932.0,6850.0,7444.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.76784243258993,35.53923910186492]}"
2060_0,905.0,1007.0,10016.0,9952.0,9936.0,10200.0,9980.0,9475.0,9210.0,10008.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.3091626485185,35.67308807919873]}"
2105_0,971.0,1064.0,10623.0,10304.0,10313.0,10488.0,10159.0,9799.0,9391.0,10208.0,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.29460994091576,35.66284728495977]}"
2275_0,1073.5,1109.0,11580.0,11308.0,11432.0,10082.5,10004.0,9356.0,9221.0,11284.5,3,Rice,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78958166246562,35.63122658695876]}"
2361_0,1156.0,1141.0,9432.0,9375.0,9505.0,8799.0,8825.0,8335.0,8235.0,9495.0,5,Soybeans,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.26658250405123,35.74890588917842]}"
