system:index,B11_t35,B12_t35,B2_t35,B3_t35,B4_t35,B5_t35,B6_t35,B7_t35,B8A_t35,B8_t35,class,class_name,zone,.geo
0_0,2290.5,1559.5,683.0,913.5,1096.0,1410.5,1627.5,1776.5,2056.5,1969.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2093.0,1586.0,616.0,838.0,992.0,1321.0,1811.0,1995.0,2087.0,2044.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,2544.0,1686.0,672.0,974.0,1000.0,1739.0,2971.0,3214.0,3349.0,3496.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,2780.5,1996.0,755.0,980.5,1166.0,1607.0,1992.5,2150.0,2441.5,2392.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
6_0,2372.0,1747.0,624.0,869.0,1028.0,1444.0,1859.0,2004.0,2183.0,2176.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,2656.0,2135.0,780.0,1060.0,1536.0,1846.0,1917.0,2066.0,2266.0,2242.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,2544.0,1766.0,660.0,982.0,1156.0,1642.0,2288.0,2473.0,2733.0,2730.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,2795.0,2046.0,852.0,1168.0,1500.0,1968.0,2326.0,2516.0,2731.0,2646.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
11_0,2820.0,2020.0,844.0,1164.0,1432.0,1924.0,2254.0,2429.0,2674.0,2692.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,2017.0,1209.0,556.0,876.0,768.0,1498.0,2790.0,3025.0,3176.0,3116.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
15_0,2767.0,2070.0,843.0,1152.0,1578.0,1963.0,2128.0,2314.0,2492.0,2510.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
17_0,2325.0,1433.0,676.0,1028.0,924.0,1597.0,2782.0,3090.0,3239.0,3340.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
18_0,2221.0,1504.0,582.0,783.0,1015.0,1341.0,1533.0,1713.0,1926.0,1838.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54991571894438,34.33513729503112]}"
20_0,2747.5,1917.0,778.5,1081.0,1387.0,1906.0,2228.5,2407.0,2674.5,2677.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81222378190728,34.070134286215854]}"
21_0,2078.0,1382.0,499.0,766.0,790.0,1250.0,2022.0,2245.0,2403.0,2326.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.18781358843551]}"
24_0,2053.0,1180.0,511.0,852.0,738.0,1569.0,3032.0,3311.0,3434.0,3476.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54434616418284,33.95101767954161]}"
25_0,1517.0,1078.0,522.0,666.0,856.0,1020.0,1209.0,1343.0,1497.0,1552.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51218647701135,34.01479806471409]}"
26_0,1565.0,1050.0,443.0,594.0,632.0,1064.0,1566.0,1704.0,1885.0,2004.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52781716295505,34.040310218783084]}"
27_0,1818.0,1013.0,440.0,700.0,482.0,1271.0,2866.0,3195.0,3477.0,3432.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7897658998043,34.14199950894542]}"
28_0,1667.5,836.5,408.0,633.0,406.5,1109.5,3147.5,3626.5,3918.5,3962.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.14056220449083]}"
30_0,2505.0,1898.0,734.0,993.0,1392.0,1576.0,1743.0,1937.0,2142.0,2110.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53212907631881,34.00994716217985]}"
31_0,2437.0,1830.0,698.0,910.0,1300.0,1519.0,1583.0,1727.0,1887.0,1908.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54650212086473,34.11397207208089]}"
32_0,2545.0,1793.0,833.0,1144.0,1410.0,1841.0,2030.0,2229.0,2425.0,2408.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67082895618687,34.055401915556295]}"
33_0,1576.0,699.0,330.0,644.0,259.0,993.0,3806.0,4878.0,5116.0,5184.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58584833030916,34.0336626856806]}"
34_0,2759.0,2141.0,794.0,1054.0,1550.0,1746.0,1810.0,1985.0,2183.0,2200.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51524074897736,34.09367014665979]}"
36_0,1936.0,1330.0,594.0,832.0,872.0,1388.0,1984.0,2185.0,2382.0,2424.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.57812281886574,33.97976376863343]}"
37_0,1834.0,1179.0,457.0,642.0,702.0,1130.0,1839.0,2034.0,2104.0,2316.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52979345658011,34.04102887101038]}"
38_0,2287.0,1475.0,637.0,934.0,922.0,1511.0,2412.0,2627.0,2835.0,2876.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73712462415489,34.02432020672576]}"
39_0,2918.0,2101.0,738.0,970.0,1266.0,1614.0,1872.0,2039.0,2333.0,2210.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52242727125032,34.22482417814124]}"
40_0,2572.0,1760.0,687.0,988.0,1368.0,1717.0,1864.0,2064.0,2318.0,2292.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52548154321633,34.34879168734973]}"
41_0,2667.0,2105.0,740.0,1001.0,1422.0,1690.0,1792.0,1925.0,2174.0,2096.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53374604383023,34.11469072430818]}"
42_0,2636.5,1864.5,618.5,887.0,1017.0,1456.0,2058.0,2307.5,2493.5,2351.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52691884767093,34.277106127676994]}"
44_0,2145.0,1274.5,470.5,811.0,520.0,1463.0,3279.5,3846.5,3979.0,4590.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81581704304377,34.13247736693375]}"
47_0,2112.0,1375.0,618.0,922.0,1028.0,1477.0,1990.0,2178.0,2381.0,2416.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73281271079111,34.02575751118035]}"
48_0,2695.0,1975.0,712.0,1040.0,1328.0,1759.0,2240.0,2440.0,2646.0,2678.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.77988443167898,34.20218663298142]}"
51_0,2216.0,1525.0,524.0,732.0,924.0,1288.0,1733.0,1858.0,2090.0,1910.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63992691041315,34.15188097707073]}"
52_0,309.0,278.0,524.0,628.0,844.0,986.0,781.0,837.0,690.0,809.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71897865541567,34.14613175925237]}"
53_0,2356.0,1513.0,646.0,894.0,1054.0,1529.0,2217.0,2436.0,2713.0,2646.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63561499704939,34.11055847400123]}"
54_0,1976.0,1383.0,548.0,833.0,868.0,1265.0,1929.0,2104.0,2195.0,2336.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70873786117672,34.14181984588859]}"
55_0,2492.0,1780.0,728.0,1001.0,1324.0,1672.0,2013.0,2190.0,2387.0,2382.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73586698275712,34.14325715034318]}"
56_0,2355.5,1757.5,562.0,850.5,921.0,1385.5,1916.5,2050.5,2154.0,2300.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62573352892407,34.32058458742838]}"
58_0,2511.0,1773.0,636.0,937.0,924.0,1496.0,2304.0,2497.0,2740.0,2774.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62465555058313,33.98335702976991]}"
59_0,2608.0,2009.0,772.0,1010.0,1472.0,1710.0,1816.0,1958.0,2170.0,2120.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52116962985255,34.09331082054614]}"
60_0,2109.0,1402.0,478.0,731.0,690.0,1202.0,1950.0,2118.0,2315.0,2510.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75329429926904,34.18457965341268]}"
62_0,2307.0,1637.0,583.0,830.0,930.0,1365.0,1877.0,2026.0,2215.0,2176.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78581331255417,34.002221650736416]}"
63_0,2422.0,1786.0,750.0,972.0,1456.0,1679.0,1753.0,1891.0,2116.0,2086.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6544796180159,34.17811178336702]}"
64_0,1806.0,1081.0,476.0,745.0,611.0,1201.0,2342.0,2542.0,2722.0,2664.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.55368864313769,34.00473693353195]}"
65_0,1673.0,1174.0,533.0,718.5,733.0,1094.0,1357.5,1417.0,1677.5,1584.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56536674183124,34.33118470778099]}"
66_0,1930.5,1276.5,573.0,763.0,980.0,1261.5,1421.0,1566.0,1807.5,1823.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5500953820012,34.332442349178756]}"
67_0,3243.0,2364.0,864.0,1102.0,1552.0,1874.0,1975.0,2164.0,2469.0,2360.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64693376962929,33.955509255962205]}"
69_0,2109.0,1215.0,528.0,963.0,626.0,1554.0,3402.0,3728.0,3940.0,4008.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67298491286876,34.06366641617019]}"
70_0,2380.0,1533.0,734.0,990.0,1044.0,1557.0,2350.0,2554.0,2765.0,2768.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73784327638218,34.08917857023919]}"
71_0,2528.0,2111.0,708.0,860.0,1148.0,1312.0,1346.0,1451.0,1633.0,1622.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72005663375661,34.147928389820606]}"
72_0,1957.0,1071.0,498.0,766.0,588.0,1174.0,3078.0,3751.0,3875.0,3700.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70370729558564,34.10606689758064]}"
74_0,2752.0,2040.0,836.0,1144.0,1444.0,1905.0,2104.0,2300.0,2515.0,2508.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67244592369828,34.0426458385218]}"
77_0,3055.0,2232.0,836.0,1104.0,1582.0,1895.0,2086.0,2276.0,2594.0,2542.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69759875165363,34.228956428448186]}"
78_0,2737.0,1885.0,717.0,971.0,1178.0,1658.0,2307.0,2510.0,2744.0,2678.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74107721140501,34.14774872676378]}"
79_0,2154.0,1378.0,653.0,933.0,1344.0,1634.0,1826.0,2002.0,2236.0,2198.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7628164412807,34.026296500350824]}"
80_0,2166.0,1481.0,510.0,792.0,831.0,1317.0,2077.0,2315.0,2479.0,2454.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69975470833552,34.190149208174226]}"
81_0,1900.0,1480.0,558.0,674.0,950.0,1045.0,1108.0,1180.0,1354.0,1314.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71718202484743,34.1493656942752]}"
82_0,1904.0,1365.0,488.0,631.0,824.0,1041.0,1246.0,1362.0,1480.0,1424.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6402862365268,34.14918603121837]}"
83_0,2482.0,1823.0,659.0,875.0,1204.0,1449.0,1702.0,1825.0,2020.0,2066.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80539658574797,34.100677005875916]}"
84_0,2782.0,2051.0,762.0,1054.0,1066.0,1616.0,1987.0,2184.0,2388.0,2404.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56518707877441,34.333340664462874]}"
85_0,2287.0,1631.0,688.0,930.0,1356.0,1608.0,1690.0,1847.0,2091.0,2060.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68071042431218,34.191227186515164]}"
86_0,2418.0,1803.0,594.0,821.0,1038.0,1407.0,1772.0,1913.0,2075.0,2104.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64495747600422,34.11361274596724]}"
87_0,2780.0,2007.0,783.0,1072.0,1384.0,1806.0,2006.0,2211.0,2457.0,2382.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6613068141752,34.05486292638582]}"
88_0,2115.0,1650.0,571.0,811.0,1090.0,1312.0,1439.0,1558.0,1698.0,1694.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62681150726502,34.185118642583156]}"
89_0,2222.0,1512.0,498.5,723.0,793.0,1408.5,2087.0,2289.5,2427.0,2494.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62267925695807,34.31555402183731]}"
91_0,1835.0,1235.0,475.0,646.0,713.0,1105.0,1891.0,2086.0,2262.0,2074.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5425495336146,34.04462213214686]}"
92_0,1944.0,1301.0,618.0,775.0,1068.0,1236.0,1369.0,1531.0,1698.0,1706.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71376842676779,34.08342935242082]}"
94_0,2580.0,2010.0,716.0,1005.0,1284.0,1660.0,1911.0,2043.0,2289.0,2260.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6169300391397,34.16230143436652]}"
95_0,1835.0,1198.0,582.0,754.0,972.0,1286.0,1465.0,1609.0,1816.0,1782.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66238479251615,34.12367387714938]}"
96_0,2264.0,1528.0,714.0,980.0,1312.0,1578.0,1786.0,1917.0,2220.0,2178.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50014905220416,34.17829144642385]}"
97_0,2238.0,1697.0,634.0,826.0,1146.0,1354.0,1419.0,1568.0,1730.0,1676.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53751896802353,34.020547282532455]}"
100_0,1922.0,1237.0,524.0,722.0,736.0,1149.0,1684.0,1871.0,2006.0,2054.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.77359622469014,34.09870071225085]}"
101_0,2722.0,1988.0,779.5,1033.0,1547.0,1830.5,1965.0,2123.5,2435.5,2400.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8265968264532,34.0674393403635]}"
102_0,2053.0,1440.0,439.0,597.0,688.0,1026.0,1447.0,1554.0,1768.0,1622.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73820260249583,34.14900636816155]}"
104_0,2617.5,1673.5,600.5,947.0,954.0,1592.5,2704.5,2878.5,3198.0,2853.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52799682601186,34.27728579073381]}"
106_0,3031.0,2314.0,760.0,922.0,1192.0,1527.0,1774.0,1991.0,2229.0,2210.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.60273665765061,34.168948967469]}"
107_0,2570.5,1701.0,671.5,1019.0,1207.0,1795.5,2425.5,2691.5,2878.5,2908.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.83432233789662,34.0268354895213]}"
108_0,2390.0,1524.0,680.0,1036.0,952.0,1716.0,2896.0,3153.0,3386.0,3552.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80755254242986,34.110199147887585]}"
111_0,2289.0,1529.0,540.0,853.0,833.0,1447.0,2265.0,2545.0,2683.0,2534.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6282488117196,34.056300230840414]}"
112_0,1766.0,1048.0,490.0,722.0,670.0,1335.0,2481.0,2727.0,2861.0,2784.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61279778883275,33.99072321509969]}"
113_0,2504.0,1920.0,676.0,926.0,1290.0,1535.0,1709.0,1872.0,2052.0,2042.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64513713906105,34.11576870264913]}"
115_0,2546.0,1829.0,716.0,928.0,1224.0,1580.0,1957.0,2090.0,2400.0,2388.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73604664581394,34.144335128684126]}"
116_0,3395.0,2503.0,783.0,1152.0,1526.0,1965.0,2324.0,2496.0,2818.0,2852.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53410536994387,34.34609674149737]}"
119_0,2235.0,1751.0,740.0,992.0,1380.0,1740.0,1827.0,1940.0,2090.0,1976.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62986577923103,34.178650772537495]}"
120_0,2307.0,1679.0,672.0,798.0,1132.0,1349.0,1474.0,1622.0,1883.0,1808.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.738022939439,34.150982661786614]}"
121_0,2019.0,1481.0,562.0,678.0,936.0,1110.0,1196.0,1340.0,1514.0,1450.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62375723529901,34.11073813705806]}"
122_0,2093.0,1324.0,490.0,781.0,575.0,1195.0,2521.0,2874.0,3015.0,3156.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.79892871570232,34.117385670160544]}"
124_0,2623.5,1851.0,786.0,1139.0,1741.0,2085.0,2284.5,2392.5,2576.0,2623.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.83773593597627,34.061330796431484]}"
125_0,2456.0,1826.0,693.0,954.0,1344.0,1586.0,1729.0,1877.0,2062.0,2094.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54075290304637,34.04965269773793]}"
126_0,2907.0,1938.0,755.5,1065.0,1258.0,1737.5,2399.5,2604.5,2894.5,2971.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51595940120467,34.269919605404034]}"
127_0,2050.0,1347.0,532.0,766.0,754.0,1313.0,2209.0,2428.0,2590.0,2648.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.60758756018485,33.992699508724755]}"
128_0,1901.0,1219.0,516.0,728.0,1018.0,1276.0,1423.0,1583.0,1784.0,1806.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52170861902303,34.34609674149737]}"
129_0,2264.0,1735.0,691.0,884.0,1222.0,1403.0,1516.0,1614.0,1812.0,1790.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.509491531159,34.05126966524934]}"
133_0,2449.0,1771.0,690.0,905.0,1318.0,1527.0,1704.0,1824.0,2066.0,2072.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66328310780027,34.18422032729904]}"
134_0,3153.0,2240.0,864.0,1176.0,1512.0,1855.0,2096.0,2320.0,2676.0,2680.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50068804137463,34.33944920839489]}"
137_0,2165.0,1491.0,606.0,771.0,939.0,1296.0,1839.0,2001.0,2154.0,2120.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63417769259479,34.111636452342175]}"
