system:index,B11_t21,B12_t21,B2_t21,B3_t21,B4_t21,B5_t21,B6_t21,B7_t21,B8A_t21,B8_t21,class,class_name,zone,.geo
0_0,1861.0,823.0,518.0,722.0,439.0,884.0,3019.5,4229.5,4523.5,4336.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2262.0,1024.0,703.0,1036.0,621.0,1349.0,3745.0,4844.0,5199.0,4940.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,4617.0,3736.0,903.0,1090.0,1410.0,1904.0,2410.0,2871.0,3266.0,2978.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,1766.5,759.5,523.5,689.5,417.0,862.5,3010.0,4397.0,4716.0,4502.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
4_0,2140.0,1076.0,614.0,884.0,624.0,1142.0,2947.0,3762.0,4245.0,3848.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85731920917009,34.306211542882465]}"
5_0,1458.5,646.0,556.0,680.0,474.0,858.5,2573.0,3580.5,3911.0,3500.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.814559401646,34.294713107245734]}"
6_0,3282.0,2262.0,734.0,944.0,954.0,1520.0,2645.0,3285.0,3644.0,3328.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,2918.0,1910.0,935.0,1072.0,999.0,1482.0,2901.0,3670.0,4205.0,3584.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,2385.0,1305.0,670.0,822.0,692.0,1165.0,2582.0,3331.0,3734.0,3408.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,1643.0,891.0,928.5,949.5,693.5,1034.0,2250.0,2871.5,3114.0,3071.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
11_0,2209.0,1070.0,747.0,908.0,611.0,1148.0,3317.0,4750.0,5165.0,4816.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,2323.0,1158.5,763.0,948.0,665.0,1249.0,3213.5,4310.0,4710.0,4386.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
13_0,2065.0,956.0,442.0,728.0,416.5,1049.5,3195.0,4309.5,4727.0,4388.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89181451608027,34.325974479133095]}"
14_0,2078.0,983.0,515.0,817.5,575.5,1180.5,3275.5,4259.5,4749.5,4140.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81491872775965,34.31267941292813]}"
15_0,2327.0,1169.0,653.0,883.0,689.0,1267.0,2934.0,3756.0,4213.0,3928.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
16_0,1505.0,899.0,485.0,614.0,590.0,913.0,1549.0,1862.0,2116.0,1932.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.27674680156335]}"
17_0,757.0,383.0,508.0,598.0,415.0,632.0,1502.0,2004.0,2107.0,1874.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
18_0,2009.0,877.0,565.0,730.0,486.0,934.0,3059.0,4450.0,4742.0,4464.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54991571894438,34.33513729503112]}"
