system:index,B11_t11,B12_t11,B2_t11,B3_t11,B4_t11,B5_t11,B6_t11,B7_t11,B8A_t11,B8_t11,class,class_name,zone,.geo
0_0,2780.5,2168.5,826.0,972.0,1220.0,1415.0,1513.0,1657.0,1888.5,1868.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2438.0,1778.0,763.0,972.0,1356.0,1536.0,1606.0,1731.0,1925.0,1896.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,4770.0,4534.0,1346.0,1874.0,2568.0,3101.0,3343.0,3506.0,3798.0,3740.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,3032.0,2328.0,792.0,1002.0,1275.0,1540.5,1687.0,1824.5,2088.0,2027.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
6_0,2931.0,2201.0,822.0,1194.0,1240.0,1884.0,2192.0,2365.0,2536.0,2552.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,2872.0,2244.0,790.0,1114.0,1532.0,1863.0,2038.0,2181.0,2369.0,2362.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,3078.0,2305.0,866.0,1268.0,1484.0,2066.0,2509.0,2707.0,2905.0,2924.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,2826.0,2160.0,968.0,1318.0,1818.0,2136.0,2266.0,2417.0,2540.0,2556.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
11_0,2932.0,2158.0,938.0,1240.0,1688.0,2009.0,2151.0,2306.0,2574.0,2526.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,2710.0,1934.0,758.0,1038.0,1452.0,1759.0,1926.0,2073.0,2290.0,2242.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
15_0,2809.0,2023.0,836.0,1198.0,1614.0,2028.0,2212.0,2396.0,2582.0,2534.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
17_0,2546.0,1831.0,780.0,1050.0,1434.0,1680.0,1836.0,1987.0,2134.0,2180.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
18_0,2881.0,2292.0,808.0,979.0,1254.0,1458.0,1545.0,1696.0,1921.0,1850.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54991571894438,34.33513729503112]}"
