system:index,B11_t13,B12_t13,B2_t13,B3_t13,B4_t13,B5_t13,B6_t13,B7_t13,B8A_t13,B8_t13,class,class_name,zone,.geo
0_0,3464.0,2823.0,901.0,1264.0,1492.0,2046.0,2433.0,2597.0,2790.0,2514.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,2819.0,1990.0,695.0,970.0,1016.0,1491.0,1917.0,2086.0,2302.0,2208.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
5_0,3117.0,2498.0,700.0,1095.0,1252.0,1687.0,1939.0,2042.0,2220.5,2225.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
7_0,4083.0,3272.0,1908.0,2176.0,2240.0,2680.0,3192.0,3487.0,3751.0,3488.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47606962830791,35.74944487834889]}"
8_0,2911.0,2181.0,774.0,1112.0,1068.0,1609.0,2021.0,2124.0,2284.0,2294.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
10_0,3729.0,2961.0,1206.0,1532.0,1616.0,2124.0,2650.0,2873.0,3093.0,2852.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50337841294514,35.58954475777561]}"
11_0,3679.0,2883.0,1708.0,2004.0,2076.0,2431.0,2913.0,3132.0,3340.0,3248.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47966288944438,35.73668880131439]}"
13_0,2866.0,2138.0,804.0,1114.0,1498.0,1832.0,1965.0,2131.0,2282.0,2272.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
15_0,3942.0,3164.0,1194.0,1584.0,1744.0,2271.0,2814.0,3064.0,3259.0,3024.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47858491110344,35.5917007144575]}"
16_0,4023.0,3393.0,1204.0,1750.0,2126.0,2614.0,2931.0,3102.0,3267.0,3384.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6496241411998,35.47977063005621]}"
26_0,3598.0,3058.0,980.0,1334.0,1632.0,2082.0,2301.0,2373.0,2564.0,2404.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53823304596898,35.833527188942476]}"
27_0,3597.5,2599.5,1000.0,1498.0,1522.0,2432.0,2855.5,3027.0,3315.0,3240.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71070958051992,35.75663140062184]}"
30_0,4480.0,4065.0,1670.0,2118.0,2414.0,2836.0,3096.0,3212.0,3449.0,3400.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55080945994665,35.82903561252188]}"
32_0,2285.0,1807.0,736.0,1078.0,1300.0,1675.0,1931.0,2019.0,2128.0,1952.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61602714957372,35.75357712865584]}"
34_0,4665.0,4085.0,1760.0,2386.0,2652.0,3047.0,3431.0,3523.0,3740.0,3972.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58746072353873,35.84340865706779]}"
38_0,3625.0,2955.0,1664.0,1812.0,1990.0,2353.0,2937.0,3220.0,3494.0,3104.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47768659581932,35.732197224893795]}"
