system:index,B11_t18,B12_t18,B2_t18,B3_t18,B4_t18,B5_t18,B6_t18,B7_t18,B8A_t18,B8_t18,class,class_name,zone,.geo
0_0,1958.0,921.0,448.0,711.0,556.0,818.0,2705.0,3921.0,4099.0,3640.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,1875.0,844.0,390.0,568.0,391.0,644.0,2650.0,3503.0,3701.0,3720.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
2_0,1980.0,904.5,389.0,600.5,337.0,706.5,3332.5,5352.0,5765.0,5282.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52547696893448,35.80855402404395]}"
3_0,1718.0,724.0,295.0,448.0,227.0,540.0,2873.0,4730.0,4921.0,4944.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52799225173001,35.62996894556099]}"
4_0,1592.0,682.0,349.0,584.0,308.0,725.0,2928.0,4259.0,4369.0,4220.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.35066481464482,35.67775931867615]}"
5_0,1740.5,690.5,212.0,414.5,178.0,543.0,3307.5,5385.5,5617.5,5467.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
6_0,2014.0,890.0,374.0,550.5,272.0,708.0,3286.0,4827.0,5124.0,4853.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46367287738705,35.804601436793824]}"
7_0,1586.0,659.0,360.0,510.0,283.0,575.0,2802.0,4671.0,4887.0,4633.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47606962830791,35.74944487834889]}"
8_0,1482.0,594.0,347.0,512.0,262.0,526.0,3086.0,5212.0,5454.0,5424.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,1527.0,635.0,330.0,485.0,279.0,541.0,3021.0,4790.0,4965.0,5004.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
