system:index,B11_t22,B12_t22,B2_t22,B3_t22,B4_t22,B5_t22,B6_t22,B7_t22,B8A_t22,B8_t22,class,class_name,zone,.geo
0_0,1849.5,965.0,452.0,714.0,560.0,1010.0,2272.0,2782.5,3036.5,2814.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,2452.0,1521.0,358.5,594.0,667.0,1039.0,1588.5,1878.0,2147.5,1952.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
2_0,2069.0,1103.0,863.0,1036.0,928.0,1432.0,2710.0,3395.0,3699.0,3364.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52547696893448,35.80855402404395]}"
5_0,1673.5,731.0,296.5,535.0,352.0,743.0,2778.5,4100.0,4478.5,4158.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
6_0,2214.0,1075.0,572.0,920.0,668.0,1408.0,2872.0,3580.0,3982.0,3576.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46367287738705,35.804601436793824]}"
7_0,1992.0,931.0,536.0,750.0,558.0,1017.0,2860.0,3978.0,4455.0,3840.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47606962830791,35.74944487834889]}"
8_0,1837.5,779.0,379.0,612.0,362.5,827.0,3181.5,4673.5,5066.5,4616.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,1852.0,863.5,459.0,706.0,458.0,1060.0,2629.0,3362.5,3610.5,3660.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
10_0,2174.0,1511.0,1250.0,1542.0,1730.0,2131.0,3231.0,3929.0,3954.0,2852.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50337841294514,35.58954475777561]}"
12_0,2152.0,935.0,711.0,1005.0,620.0,1270.0,3735.0,5162.0,5639.0,4860.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56967408091316,35.598887236730455]}"
13_0,1701.0,722.0,279.0,488.0,330.0,751.0,2619.0,3565.0,3873.0,3524.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
14_0,2182.0,1188.0,370.0,618.0,602.0,1054.0,2439.0,3247.0,3656.0,3204.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50948695687715,35.82652032972634]}"
16_0,1971.5,1026.0,322.5,598.0,561.0,1059.5,2212.5,2704.0,3005.5,2762.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6496241411998,35.47977063005621]}"
20_0,1822.0,750.0,496.0,756.0,423.0,862.0,3141.0,4831.0,5214.0,4572.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48559177031957,35.79112670753204]}"
