system:index,B11_t04,B12_t04,B2_t04,B3_t04,B4_t04,B5_t04,B6_t04,B7_t04,B8A_t04,B8_t04,class,class_name,zone,.geo
1_0,276.0,309.0,9896.0,9976.0,9984.0,10211.0,9813.0,9292.0,8784.0,9584.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,572.0,614.0,10944.0,10696.0,10616.0,10757.0,10282.0,9712.0,9178.0,10040.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
6_0,191.0,207.0,9816.0,9888.0,10016.0,10163.0,9838.0,9275.0,8747.0,9544.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
8_0,267.0,291.0,9944.0,10040.0,10000.0,10245.0,9874.0,9364.0,8899.0,9688.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,118.0,129.0,11016.0,10736.0,10560.0,10729.0,10248.0,9558.0,8980.0,9744.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
11_0,92.0,124.0,11543.0,11072.0,10712.0,10940.0,10318.0,9634.0,9076.0,9872.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
15_0,95.0,128.0,11017.0,10696.0,10536.0,10654.0,10156.0,9515.0,8934.0,9768.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
17_0,125.0,155.0,10520.0,10319.0,10304.0,10461.0,9962.0,9366.0,8828.0,9656.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
20_0,213.5,248.5,10443.5,10268.0,10224.0,10348.5,9893.0,9349.5,8833.5,9720.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81222378190728,34.070134286215854]}"
21_0,480.0,526.0,10567.0,10384.0,10400.0,10521.0,10124.0,9557.0,9078.0,9888.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.18781358843551]}"
24_0,138.0,177.0,11319.0,10928.0,10632.0,10765.0,10249.0,9667.0,9081.0,9911.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54434616418284,33.95101767954161]}"
25_0,136.0,169.0,9992.0,10016.0,10088.0,10277.0,9922.0,9333.0,8845.0,9616.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51218647701135,34.01479806471409]}"
27_0,489.0,522.0,10743.0,10528.0,10456.0,10541.0,10199.0,9655.0,9107.0,9968.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7897658998043,34.14199950894542]}"
