system:index,B11_t18,B12_t18,B2_t18,B3_t18,B4_t18,B5_t18,B6_t18,B7_t18,B8A_t18,B8_t18,class,class_name,zone,.geo
0_0,1830.0,825.0,338.5,504.0,294.0,607.5,2946.5,4751.0,5063.5,4862.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2129.0,897.0,375.0,614.0,303.0,789.0,3797.0,5832.0,6056.0,5704.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,3180.0,2013.0,563.0,780.0,812.0,1483.0,2929.0,3605.0,4005.0,3736.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,1691.0,685.0,367.5,507.5,287.5,590.0,3006.5,5124.5,5483.5,5312.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
4_0,1804.0,749.5,458.0,581.5,326.5,656.0,3074.0,4835.5,5158.0,4884.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85731920917009,34.306211542882465]}"
5_0,345.5,164.5,362.5,326.0,227.5,322.5,817.0,1275.0,1257.5,1135.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.814559401646,34.294713107245734]}"
6_0,2043.0,893.0,318.0,508.0,290.0,687.0,3135.0,5001.0,5415.0,5044.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,1944.0,875.5,435.0,595.5,407.0,755.0,3013.5,4804.5,5131.5,4698.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,1834.0,785.0,335.0,506.0,287.0,650.0,2949.0,4872.0,5167.0,4904.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,1995.0,876.0,321.0,486.0,292.0,703.0,3273.0,5062.0,5281.0,5168.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
10_0,1641.5,704.5,353.0,477.0,265.5,591.0,2837.5,4756.5,5044.0,4779.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.846180099647,34.17829144642385]}"
11_0,2030.0,878.0,331.0,552.0,320.0,753.0,3415.0,5376.0,5654.0,5560.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,1888.0,814.0,259.0,416.0,200.0,561.0,3002.0,4882.0,5138.0,4724.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
13_0,846.5,345.5,363.0,397.0,259.0,371.0,1487.5,2569.0,2584.5,2554.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89181451608027,34.325974479133095]}"
