system:index,B11_t31,B12_t31,B2_t31,B3_t31,B4_t31,B5_t31,B6_t31,B7_t31,B8A_t31,B8_t31,class,class_name,zone,.geo
0_0,2794.0,2465.0,1206.0,1428.0,1652.0,1858.0,1996.0,2089.0,2265.0,2340.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,3125.0,2564.0,1140.0,1288.0,1646.0,1879.0,1982.0,2082.0,2419.0,2388.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
6_0,2599.0,1767.0,1172.0,1208.0,1176.0,1608.0,2228.0,2430.0,2572.0,2438.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46367287738705,35.804601436793824]}"
8_0,1828.0,1615.0,549.0,655.0,820.0,921.5,988.5,1055.5,1209.5,1198.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,2090.0,1494.0,808.0,888.0,1154.0,1321.0,1375.0,1508.0,1676.0,1676.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
13_0,2199.0,1314.0,628.0,930.0,894.0,1529.0,2652.0,2965.0,3146.0,3078.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
16_0,2675.0,1970.0,920.0,1272.0,1530.0,1800.0,2073.0,2196.0,2432.0,2380.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6496241411998,35.47977063005621]}"
22_0,2532.0,1896.0,794.0,858.0,1208.0,1375.0,1462.0,1644.0,1909.0,1892.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55152811217394,35.75501443311043]}"
23_0,2278.0,1805.0,715.0,912.0,1262.0,1408.5,1498.0,1591.0,1775.0,1776.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58674207131143,35.79184535975933]}"
26_0,3530.0,2147.0,686.0,1240.0,1446.0,2184.0,3407.0,3751.0,4123.0,4048.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53823304596898,35.833527188942476]}"
27_0,2269.5,1454.0,809.0,1012.0,1390.0,1668.0,1859.5,2030.5,2370.5,2205.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71070958051992,35.75663140062184]}"
30_0,3627.0,3342.0,1004.0,1290.0,1728.0,1915.0,1989.0,2107.0,2324.0,2360.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55080945994665,35.82903561252188]}"
34_0,3432.0,2754.0,924.0,1266.0,1808.0,2081.0,2160.0,2337.0,2607.0,2558.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58746072353873,35.84340865706779]}"
37_0,3296.0,2529.0,1490.0,1750.0,1860.0,2351.0,3204.0,3485.0,3730.0,3636.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46870344297812,35.837300113135775]}"
41_0,3545.0,2568.0,1230.0,1538.0,1946.0,2321.0,2513.0,2711.0,3079.0,2978.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63201716163105,35.60212117175329]}"
42_0,2632.5,1742.0,725.5,940.0,846.0,1437.0,2288.0,2545.0,2723.0,2699.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71484183082687,35.59062273611656]}"
44_0,1983.0,1262.5,615.5,844.0,1254.5,1523.5,1705.5,1874.5,2158.0,2062.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64046132530177,35.77190276045188]}"
48_0,3232.0,2076.0,1117.0,1419.0,1941.0,2363.0,2588.5,2874.5,3281.0,3158.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63183749857423,35.581459920218535]}"
50_0,2100.0,1298.0,692.0,786.0,805.0,1213.0,1740.0,1862.0,2083.0,2024.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50553436962703,35.75968567258785]}"
51_0,3262.0,2498.0,1194.0,1466.0,1866.0,2156.0,2366.0,2563.0,2778.0,2746.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6000371375164,35.642545359538666]}"
53_0,3207.0,2521.0,1202.0,1522.0,1854.0,2246.0,2507.0,2703.0,3024.0,2918.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61315254066454,35.62332141245851]}"
54_0,3509.0,2907.0,1206.0,1604.0,2002.0,2358.0,2546.0,2678.0,2893.0,2894.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65052245648391,35.491628391806586]}"
56_0,3005.0,2237.5,951.0,1179.5,1657.0,1887.0,2041.0,2211.0,2492.0,2371.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74879814856659,35.5548697878086]}"
59_0,3044.0,1907.0,952.0,1340.0,1628.0,2279.0,2858.0,3109.0,3486.0,3416.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65573268513181,35.694467982960774]}"
61_0,2997.0,2173.0,791.0,1116.0,1426.0,2214.0,2332.0,2431.0,2837.0,2138.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5903353324479,35.676861003392034]}"
65_0,2687.0,1710.0,983.0,1284.0,1336.0,1904.0,2781.0,3011.0,3150.0,3176.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48756806394464,35.822028753305744]}"
71_0,2449.0,1386.0,892.0,1232.0,994.0,1853.0,3216.0,3581.0,3858.0,3976.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.49385627093348,35.77387905407694]}"
72_0,3630.0,2515.0,1179.0,1520.0,1992.0,2390.0,2590.5,2859.5,3175.0,3106.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74304893074823,35.772441749622345]}"
73_0,3612.0,2664.0,1158.0,1422.0,1786.0,2044.0,2270.0,2388.0,2683.0,2646.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71825542890653,35.604816117605644]}"
74_0,2411.0,1591.0,782.0,1024.0,1164.0,1655.0,2301.0,2539.0,2736.0,2724.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65663100041593,35.662308295789295]}"
76_0,3594.0,2448.0,1186.0,1555.0,2205.0,2572.0,2698.0,2938.5,3292.5,3158.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75095410524848,35.550378211388]}"
78_0,2225.0,1681.0,778.0,864.0,968.0,1201.0,1372.0,1465.0,1624.0,1584.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63111884634694,35.49180805486341]}"
81_0,2932.0,1977.0,864.0,1110.0,1204.0,1697.0,2305.0,2496.0,2784.0,2612.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54775518798064,35.77531635853153]}"
83_0,3111.0,2306.5,879.0,1067.0,1396.0,1612.0,1815.5,1964.0,2176.5,2145.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74789983328247,35.453899149873564]}"
89_0,3094.0,2207.0,1274.0,1542.0,1682.0,2236.0,2876.0,3160.0,3427.0,3400.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65699032652958,35.66715919832354]}"
91_0,2700.0,1694.0,867.0,1158.0,910.0,1757.0,3353.0,3638.0,3822.0,3872.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48846637922875,35.778190967440715]}"
97_0,3066.0,2194.5,981.0,1262.0,1561.0,1926.0,2126.0,2339.0,2584.0,2463.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6864550678487,35.70039686383596]}"
99_0,1427.0,1402.0,498.0,708.0,900.0,1018.0,1034.0,1082.0,1154.0,1110.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61692546485784,35.778909619668006]}"
104_0,3090.5,2376.5,1036.0,1270.0,1796.0,2079.5,2244.0,2410.0,2707.5,2607.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.59195229995932,35.8464629290338]}"
105_0,2104.0,1354.0,822.0,920.0,1192.0,1444.0,1524.0,1633.0,1803.0,1638.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63668840110847,35.478692651715264]}"
119_0,1861.0,1261.0,747.0,798.0,987.0,1147.0,1444.0,1496.0,1720.0,1860.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5039174021156,35.73992273633722]}"
123_0,2095.0,1150.0,740.0,1023.0,855.0,1459.0,2763.0,3051.0,3189.0,3208.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.51020560910445,35.76920781459952]}"
125_0,3272.0,2540.0,1124.0,1440.0,1830.0,2277.0,2507.0,2716.0,3025.0,3038.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61530849734643,35.6209857927198]}"
127_0,2024.5,1276.5,638.0,868.0,1303.0,1571.5,1802.0,1962.5,2284.5,2184.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6278849113241,35.769567140713164]}"
129_0,3308.5,2174.5,1194.0,1515.0,2029.0,2491.5,2832.5,3075.0,3432.5,3348.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.75221174664624,35.77190276045188]}"
132_0,2815.0,1964.5,782.5,1003.0,1332.0,1579.5,1779.5,1943.0,2170.5,2113.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.7518524205326,35.469889161930894]}"
135_0,2820.0,1864.0,1016.0,1208.0,1476.0,1882.0,2202.0,2443.0,2773.0,2718.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47193737800096,35.75591274839455]}"
136_0,3479.0,2671.0,886.0,1204.0,1828.0,2170.0,2281.0,2486.0,2850.0,2648.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58889802799332,35.84610360292015]}"
139_0,3476.0,2332.0,846.0,1108.0,1558.0,1936.0,2217.0,2464.0,2743.0,2634.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56751812423127,35.83137123226059]}"
140_0,1816.0,1137.5,627.0,801.0,1181.0,1414.0,1572.5,1759.0,2016.5,1939.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65465470679086,35.771004445167755]}"
141_0,2192.5,1716.0,845.0,1065.0,1452.0,1607.5,1678.5,1814.5,1976.5,2000.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58548442991366,35.7968759253504]}"
144_0,2214.0,1536.0,476.0,768.0,1132.0,1382.0,1537.0,1663.0,1890.0,1848.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.57883689681118,35.772441749622345]}"
146_0,2297.0,1784.0,843.0,1005.5,1340.0,1603.5,1750.0,1842.0,2052.0,2007.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58422678851589,35.798672555918635]}"
147_0,4094.0,2619.0,858.0,1386.0,2010.0,2615.0,3065.0,3345.0,3782.0,3692.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53661607845756,35.8412527003859]}"
149_0,2040.0,1605.0,740.0,818.0,935.0,1064.0,1099.0,1191.0,1312.0,1296.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63632907499483,35.48354355424951]}"
154_0,1986.0,1253.0,885.0,1011.0,1312.0,1552.0,1657.0,1801.0,1987.0,2002.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52781258867319,35.74531262804194]}"
155_0,2554.0,2286.0,976.0,1100.0,1320.0,1540.0,1634.0,1720.0,1904.0,1904.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.78491042298819,35.56870384318404]}"
156_0,3711.0,2602.0,1259.0,1626.0,2111.0,2520.0,2819.0,3121.5,3477.5,3306.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74574387660059,35.7675908470881]}"
158_0,2573.0,1881.0,858.0,944.0,1294.0,1498.0,1651.0,1784.0,2002.0,1942.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.54847384020793,35.749804204462535]}"
162_0,2122.0,1578.0,736.0,706.0,833.0,1046.0,1204.0,1298.0,1492.0,1542.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65178009788168,35.66428458941436]}"
163_0,1577.0,887.0,694.0,753.0,651.0,1177.0,1813.0,1975.0,2100.0,1918.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5962642133231,35.75806870507644]}"
170_0,3790.0,2409.0,628.0,1106.0,1466.0,2230.0,2869.0,3155.0,3557.0,3452.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.5391313612531,35.83927640676084]}"
174_0,3313.0,2409.0,1003.0,1241.0,1628.0,1889.0,2018.0,2186.0,2481.5,2413.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74646252882788,35.5917007144575]}"
176_0,3046.0,2244.0,1220.0,1236.0,1540.0,1938.0,2057.0,2241.0,2453.0,2448.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55619935165137,35.751241508917126]}"
