system:index,B11_t33,B12_t33,B2_t33,B3_t33,B4_t33,B5_t33,B6_t33,B7_t33,B8A_t33,B8_t33,class,class_name,zone,.geo
0_0,3010.5,2303.0,795.0,1086.0,1383.0,1706.0,1851.0,2002.5,2221.5,2129.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2373.0,1673.0,638.0,996.0,1326.0,1653.0,2122.0,2288.0,2529.0,2442.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,3730.0,3056.0,763.0,1234.0,1520.0,2451.0,3559.0,3810.0,3999.0,3936.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,3125.5,2365.0,745.0,1028.0,1356.0,1670.5,1858.5,2048.5,2279.0,2242.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
4_0,2769.0,1902.0,585.0,970.5,1245.0,1805.5,2393.5,2614.0,2858.0,2813.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85731920917009,34.306211542882465]}"
5_0,3396.0,2686.5,749.5,1205.0,1493.0,2018.0,2197.5,2387.0,2650.5,2625.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.814559401646,34.294713107245734]}"
6_0,2611.0,2034.0,552.0,879.0,1086.0,1532.0,1776.0,1924.0,2120.0,2110.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,3425.0,2981.0,852.0,1294.0,1922.0,2257.0,2364.0,2483.0,2701.0,2648.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,3173.0,2531.0,756.0,1166.0,1582.0,1973.0,2323.0,2450.0,2682.0,2718.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,3224.0,2578.0,876.0,1284.0,1716.0,2194.0,2345.0,2479.0,2719.0,2620.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
10_0,3733.5,3232.5,865.0,1364.0,1898.0,2245.0,2396.0,2636.0,2856.5,2825.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.846180099647,34.17829144642385]}"
11_0,3071.0,2337.0,850.0,1256.0,1602.0,2110.0,2355.0,2536.0,2766.0,2708.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,2864.0,2182.0,672.0,1066.0,1360.0,1830.0,2327.0,2499.0,2725.0,2632.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
13_0,1966.5,1272.5,256.0,498.0,524.5,1185.0,2116.0,2335.0,2580.0,2479.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89181451608027,34.325974479133095]}"
14_0,3731.5,2982.0,878.0,1305.0,1732.0,2165.5,2313.5,2521.5,2765.5,2715.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81491872775965,34.31267941292813]}"
15_0,3498.5,2805.0,965.0,1406.0,1738.0,2302.5,2537.0,2682.0,2931.0,2830.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
16_0,3272.0,2781.5,678.0,1044.0,1483.0,1791.5,1984.5,2152.0,2380.0,2364.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.27674680156335]}"
17_0,2838.0,2045.0,717.0,1092.0,1324.0,1828.0,2411.0,2648.0,2825.0,2798.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
18_0,3009.5,2293.0,759.5,1049.0,1323.0,1655.0,1813.5,1949.5,2210.5,2105.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54991571894438,34.33513729503112]}"
19_0,3581.5,2778.0,705.5,1024.5,1441.0,1837.5,2018.5,2232.0,2592.5,2462.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81797299972564,34.328669424985456]}"
20_0,2862.5,2041.5,716.0,1081.0,1482.0,1954.5,2290.5,2533.0,2792.0,2679.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81222378190728,34.070134286215854]}"
21_0,2389.0,1932.0,406.0,681.0,896.0,1235.0,1644.0,1800.0,1951.0,1898.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.18781358843551]}"
22_0,3217.0,2359.5,767.0,1028.0,1618.0,1913.5,2321.5,2561.0,2890.5,2912.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78886758452018,34.3328016752924]}"
23_0,3915.0,3337.5,1017.0,1434.0,1824.0,2228.5,2461.0,2628.0,2973.0,2874.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.89630609250086,34.3290287510991]}"
24_0,2476.0,1585.0,500.0,991.0,964.0,1768.0,2765.0,2960.0,3100.0,3006.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54434616418284,33.95101767954161]}"
25_0,1854.0,1296.0,532.0,718.0,896.0,1092.0,1266.0,1440.0,1525.0,1496.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51218647701135,34.01479806471409]}"
26_0,1834.0,1200.0,396.0,653.0,696.0,1201.0,1803.0,1983.0,2101.0,2236.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52781716295505,34.040310218783084]}"
27_0,2220.5,1431.5,457.0,811.0,703.0,1447.5,2687.5,2944.5,3167.0,3172.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7897658998043,34.14199950894542]}"
28_0,2349.0,1594.0,493.0,908.0,827.0,1526.5,3390.5,3830.5,4052.5,3967.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.14056220449083]}"
29_0,3659.5,3024.5,779.0,1149.0,1593.0,1972.5,2149.5,2361.5,2693.5,2653.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.88283136323908,34.31591334795095]}"
30_0,2506.0,1916.0,616.0,882.0,1316.0,1522.0,1719.0,1823.0,2050.0,2048.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53212907631881,34.00994716217985]}"
31_0,2570.0,2046.0,593.0,820.0,1210.0,1428.0,1486.0,1616.0,1853.0,1798.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54650212086473,34.11397207208089]}"
32_0,3105.0,2239.0,852.0,1262.0,1494.0,2118.0,2371.0,2544.0,2772.0,2630.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67082895618687,34.055401915556295]}"
33_0,1811.0,793.0,269.0,594.0,258.0,1069.0,4023.0,4975.0,5266.0,5152.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58584833030916,34.0336626856806]}"
34_0,3670.0,3184.0,872.0,1344.0,2030.0,2077.0,2184.0,2341.0,2662.0,2812.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51524074897736,34.09367014665979]}"
35_0,3341.5,2620.5,682.0,1048.0,1540.0,1980.5,2335.0,2507.5,2765.5,2668.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.96062546684382,34.31142177153036]}"
36_0,2400.0,1578.0,543.0,950.0,1124.0,1754.0,2888.0,3186.0,3428.0,3316.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.57812281886574,33.97976376863343]}"
37_0,1921.0,1286.0,464.0,636.0,702.0,1087.0,1742.0,1836.0,2010.0,2228.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52979345658011,34.04102887101038]}"
38_0,3050.0,2399.0,717.0,1088.0,1476.0,1836.0,2212.0,2384.0,2639.0,2532.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73712462415489,34.02432020672576]}"
39_0,3099.5,2090.5,646.5,911.5,1312.0,1686.5,1965.5,2124.5,2453.0,2258.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52242727125032,34.22482417814124]}"
40_0,3762.0,2917.0,958.5,1352.0,1836.0,2262.5,2438.5,2630.0,2974.0,2842.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52548154321633,34.34879168734973]}"
41_0,3168.0,2654.0,648.0,1044.0,1570.0,1855.0,1993.0,2140.0,2336.0,2172.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53374604383023,34.11469072430818]}"
42_0,2959.0,1984.0,656.5,1026.0,1388.0,1768.5,2214.5,2446.5,2755.0,2702.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52691884767093,34.277106127676994]}"
43_0,2926.5,1819.5,609.0,975.0,1292.0,1969.5,2749.5,3071.5,3493.0,3300.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85839718751103,34.30567255371199]}"
44_0,2920.0,2241.5,524.5,984.5,1044.0,1868.0,2955.5,3253.0,3489.0,3670.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81581704304377,34.13247736693375]}"
45_0,2856.0,2091.0,672.0,1114.0,1392.0,1983.0,2397.0,2580.0,2778.0,2733.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.94697107452521,34.14020287837718]}"
46_0,3306.0,2713.5,780.0,1177.0,1686.0,1923.5,2071.0,2182.0,2383.0,2427.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82048828252118,34.30279794480281]}"
47_0,2480.0,1802.0,647.0,974.0,1272.0,1688.0,2007.0,2179.0,2350.0,2316.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73281271079111,34.02575751118035]}"
48_0,3048.0,2434.0,698.0,1102.0,1558.0,1964.0,2255.0,2401.0,2593.0,2590.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.77988443167898,34.20218663298142]}"
49_0,3205.5,2499.5,782.5,1200.0,1610.0,2081.0,2304.0,2462.5,2730.5,2619.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84761740410158,34.341245838963125]}"
50_0,2436.5,1503.0,519.5,875.5,999.5,1700.0,2426.0,2615.5,2955.0,2769.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85498358943137,34.25321094111941]}"
51_0,2982.0,2546.0,541.0,819.0,1242.0,1528.0,1715.0,1828.0,2057.0,1964.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63992691041315,34.15188097707073]}"
52_0,710.0,588.0,390.0,522.0,748.0,901.0,889.0,956.0,1036.0,1076.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71897865541567,34.14613175925237]}"
53_0,2912.0,2044.0,654.0,977.0,1302.0,1561.0,2354.0,2594.0,2811.0,2906.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.63561499704939,34.11055847400123]}"
54_0,2340.0,1659.0,524.0,875.0,1110.0,1529.0,2056.0,2177.0,2340.0,2364.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70873786117672,34.14181984588859]}"
55_0,3273.0,2162.0,639.0,962.0,1350.0,1864.0,2615.0,2869.0,3174.0,3120.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73586698275712,34.14325715034318]}"
56_0,2514.0,2039.5,545.0,875.5,1046.0,1387.0,1677.5,1816.5,1993.5,1802.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62573352892407,34.32058458742838]}"
57_0,3568.0,3337.5,728.0,1110.0,1801.0,2088.5,2207.0,2372.5,2572.0,2476.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.95451692291181,34.320943913542024]}"
58_0,2881.0,2081.0,600.0,965.0,1202.0,1631.0,2023.0,2150.0,2428.0,2316.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62465555058313,33.98335702976991]}"
59_0,3035.0,2398.0,938.0,1136.0,1534.0,1860.0,2008.0,2205.0,2430.0,2284.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52116962985255,34.09331082054614]}"
60_0,2207.0,1742.0,420.0,622.0,816.0,1090.0,1475.0,1609.0,1781.0,1792.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.75329429926904,34.18457965341268]}"
61_0,3134.5,2664.0,704.5,1038.0,1387.0,1848.0,2287.5,2440.0,2701.0,2706.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.82444086977131,34.29650973781398]}"
62_0,2377.0,1623.0,620.0,886.0,1222.0,1591.0,1902.0,2090.0,2335.0,2270.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.78581331255417,34.002221650736416]}"
63_0,2910.0,2395.0,661.0,1012.0,1572.0,1780.0,1850.0,1980.0,2212.0,2150.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6544796180159,34.17811178336702]}"
64_0,2274.0,1622.0,528.0,782.0,943.0,1407.0,1921.0,2073.0,2260.0,2198.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.55368864313769,34.00473693353195]}"
65_0,2328.0,1702.5,583.0,837.5,985.0,1291.5,1514.5,1656.0,1907.5,1785.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56536674183124,34.33118470778099]}"
66_0,3081.0,2377.5,759.5,1053.5,1335.0,1658.0,1793.5,1957.0,2219.0,2151.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5500953820012,34.332442349178756]}"
67_0,3725.0,2464.0,844.0,1200.0,1776.0,2163.0,2336.0,2544.0,2927.0,2728.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64693376962929,33.955509255962205]}"
68_0,3087.0,2308.0,748.0,1096.0,1563.0,1955.0,2159.0,2290.0,2596.0,2494.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84312582768099,34.16176244519605]}"
69_0,2627.0,1739.0,542.0,970.0,1012.0,1703.0,2542.0,2767.0,2983.0,2850.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67298491286876,34.06366641617019]}"
70_0,2982.0,2260.0,890.0,1166.0,1510.0,1825.0,2230.0,2376.0,2584.0,2566.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73784327638218,34.08917857023919]}"
71_0,2782.0,2202.0,750.0,1019.0,1454.0,1611.0,1686.0,1762.0,1965.0,1964.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.72005663375661,34.147928389820606]}"
72_0,2190.0,1274.0,416.0,771.0,690.0,1266.0,3186.0,3839.0,3981.0,3692.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70370729558564,34.10606689758064]}"
73_0,3828.0,3128.0,844.0,1187.0,1654.0,2103.0,2296.5,2482.0,2857.5,2756.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.88319068935273,34.31537435878049]}"
74_0,3365.5,2629.5,931.0,1388.0,1612.0,2200.0,2463.0,2652.0,2843.5,2812.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67244592369828,34.0426458385218]}"
75_0,3747.5,3259.5,897.5,1376.0,2031.0,2325.5,2442.0,2598.0,2812.0,2836.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85300729580631,34.18439999035586]}"
76_0,2369.5,1374.0,471.5,759.5,991.5,1658.0,2646.0,2932.5,3317.5,3133.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84294616462417,34.26219409396061]}"
77_0,3092.0,2197.0,668.0,994.0,1494.0,1785.0,1936.0,2099.0,2452.0,2322.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69759875165363,34.228956428448186]}"
78_0,3518.0,2860.0,827.0,1168.0,1594.0,2004.0,2313.0,2503.0,2757.0,2680.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74107721140501,34.14774872676378]}"
79_0,3465.0,2800.0,816.0,1296.0,1834.0,2228.0,2404.0,2615.0,2852.0,2812.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7628164412807,34.026296500350824]}"
80_0,2942.0,2461.0,550.0,880.0,1302.0,1697.0,1924.0,2109.0,2311.0,2154.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69975470833552,34.190149208174226]}"
81_0,2465.0,1924.0,622.0,874.0,1212.0,1390.0,1465.0,1591.0,1758.0,1642.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71718202484743,34.1493656942752]}"
82_0,2325.0,2041.0,404.0,594.0,908.0,1089.0,1193.0,1269.0,1498.0,1432.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6402862365268,34.14918603121837]}"
83_0,3553.0,3050.0,778.0,1134.0,1592.0,1965.0,2120.0,2257.0,2496.0,2460.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.80539658574797,34.100677005875916]}"
84_0,3010.5,2303.0,816.0,1176.0,1251.0,1741.5,2076.5,2206.5,2442.0,2369.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.56518707877441,34.333340664462874]}"
85_0,2891.0,2286.0,694.0,1005.0,1488.0,1706.0,1830.0,1979.0,2210.0,2116.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.68071042431218,34.191227186515164]}"
86_0,2788.0,2227.0,574.0,900.0,1250.0,1544.0,1804.0,1952.0,2165.0,2192.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.64495747600422,34.11361274596724]}"
87_0,2813.0,2032.0,723.0,1030.0,1340.0,1816.0,2070.0,2211.0,2468.0,2266.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6613068141752,34.05486292638582]}"
88_0,2234.0,1943.0,474.0,717.0,1062.0,1172.0,1291.0,1407.0,1549.0,1500.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62681150726502,34.185118642583156]}"
89_0,2336.5,1557.5,480.0,761.0,858.5,1599.0,2490.0,2662.0,2851.5,2854.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.62267925695807,34.31555402183731]}"
90_0,3512.0,2994.5,853.5,1227.0,1754.0,1991.0,2065.5,2201.0,2419.5,2397.5,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81168479273681,34.29435378113209]}"
91_0,1895.0,1268.0,376.0,642.0,674.0,1138.0,1998.0,2198.0,2314.0,2166.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.5425495336146,34.04462213214686]}"
92_0,2089.0,1430.0,493.0,739.0,1064.0,1295.0,1429.0,1568.0,1759.0,1652.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.71376842676779,34.08342935242082]}"
93_0,3179.5,2390.0,656.0,948.0,1427.0,1662.5,1821.5,2062.5,2439.5,2113.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.8199492933507,34.293814791961616]}"
94_0,3069.0,2558.0,780.0,1114.0,1462.0,1881.0,2094.0,2260.0,2477.0,2426.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6169300391397,34.16230143436652]}"
95_0,2697.0,2039.0,622.0,922.0,1262.0,1572.0,1710.0,1824.0,2077.0,2036.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.66238479251615,34.12367387714938]}"
96_0,3219.0,2382.0,786.0,1122.0,1532.0,1872.0,1993.0,2171.0,2435.0,2332.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50014905220416,34.17829144642385]}"
97_0,2321.0,1809.0,600.0,863.0,1206.0,1414.0,1474.0,1600.0,1770.0,1686.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53751896802353,34.020547282532455]}"
98_0,2180.0,1291.5,348.0,724.0,755.5,1454.5,3252.5,3804.0,4065.0,4066.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.84653942576065,34.30639120593929]}"
