system:index,B11_t17,B12_t17,B2_t17,B3_t17,B4_t17,B5_t17,B6_t17,B7_t17,B8A_t17,B8_t17,class,class_name,zone,.geo
0_0,1701.0,860.0,321.0,426.0,261.0,705.0,2570.0,3700.0,3878.0,3540.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,1924.5,978.0,328.0,541.0,375.5,729.5,2781.0,4009.5,4167.0,3968.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
2_0,2027.0,965.0,256.0,530.0,332.0,680.0,3663.0,5735.0,6068.0,5524.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52547696893448,35.80855402404395]}"
3_0,1958.0,810.0,291.0,469.0,272.0,641.0,3648.0,5809.0,5985.0,5816.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52799225173001,35.62996894556099]}"
5_0,1553.0,635.0,139.0,335.0,149.0,446.0,3148.0,5060.0,5243.0,5292.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
7_0,1750.0,730.0,281.0,460.0,259.0,622.0,3316.0,5315.0,5598.0,5065.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.47606962830791,35.74944487834889]}"
8_0,1556.0,624.0,296.0,346.0,167.0,469.0,3343.0,5344.0,5525.0,5604.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,1649.0,692.5,284.0,441.5,235.0,550.5,3160.0,5136.5,5280.5,5212.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
10_0,1800.0,788.0,246.0,412.0,240.0,609.0,3032.0,4778.0,4969.0,4665.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50337841294514,35.58954475777561]}"
12_0,2989.0,794.0,750.0,1294.0,1282.0,2039.0,3542.0,5551.0,5765.0,5508.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.56967408091316,35.598887236730455]}"
