system:index,B11_t25,B12_t25,B2_t25,B3_t25,B4_t25,B5_t25,B6_t25,B7_t25,B8A_t25,B8_t25,class,class_name,zone,.geo
0_0,2589.0,1863.0,429.0,636.0,709.0,955.0,1316.0,1377.0,1642.0,1626.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
1_0,3922.0,2887.0,826.0,1150.0,1550.0,1911.0,2333.0,2648.0,3038.0,2862.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6158474865169,35.58074126799124]}"
5_0,2396.0,1577.0,279.5,453.5,715.0,925.5,980.0,1102.5,1325.0,1228.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
8_0,2222.0,1439.0,402.0,551.0,706.0,984.0,1216.0,1380.0,1679.0,1482.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,2144.0,1456.0,386.0,512.0,660.0,866.0,1084.0,1232.0,1473.0,1388.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
13_0,2065.0,1425.0,344.0,458.0,626.0,807.0,946.0,1061.0,1285.0,1150.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
16_0,4647.5,3334.0,1146.0,1490.0,2105.0,2634.5,2976.0,3309.5,3779.0,3432.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6496241411998,35.47977063005621]}"
22_0,3062.0,2865.0,687.0,864.0,1148.0,1367.0,1551.0,1656.0,1950.0,1780.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55152811217394,35.75501443311043]}"
23_0,2456.0,1829.0,430.0,555.0,742.0,1020.0,1198.0,1307.0,1543.0,1394.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58674207131143,35.79184535975933]}"
26_0,2508.0,1822.0,530.0,684.0,860.0,1048.0,1220.0,1352.0,1584.0,1456.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53823304596898,35.833527188942476]}"
27_0,2288.5,1413.5,310.0,484.5,624.0,953.0,1314.5,1574.0,1899.5,1666.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71070958051992,35.75663140062184]}"
30_0,2356.0,1575.0,447.0,546.0,728.0,912.0,1159.0,1301.0,1580.0,1446.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55080945994665,35.82903561252188]}"
32_0,2293.0,1598.0,390.0,532.0,701.0,887.0,966.0,1096.0,1314.0,1202.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61602714957372,35.75357712865584]}"
34_0,2500.0,1792.0,458.0,586.0,788.0,991.0,1205.0,1385.0,1646.0,1520.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58746072353873,35.84340865706779]}"
41_0,2161.0,1658.0,308.0,382.0,494.0,1073.0,1074.0,1275.0,1422.0,996.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63201716163105,35.60212117175329]}"
42_0,2149.5,1540.0,272.5,401.5,619.5,798.5,890.5,1014.5,1232.5,1112.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71484183082687,35.59062273611656]}"
44_0,2365.0,1707.0,408.0,536.0,700.0,916.0,1042.0,1179.0,1407.0,1256.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64046132530177,35.77190276045188]}"
45_0,3877.5,3646.0,1009.0,1228.0,1553.0,1827.5,1919.0,2057.0,2270.5,2010.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.30862365934803,35.814482904919146]}"
48_0,2249.0,1509.0,373.0,516.0,700.0,914.0,1099.0,1271.0,1506.0,1404.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63183749857423,35.581459920218535]}"
