system:index,B11_t05,B12_t05,B2_t05,B3_t05,B4_t05,B5_t05,B6_t05,B7_t05,B8A_t05,B8_t05,class,class_name,zone,.geo
0_0,997.0,710.0,1554.0,1792.0,2078.0,2266.0,2128.0,2143.0,2130.0,2246.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63471210748341,35.61038567236719]}"
2_0,2554.0,1670.0,640.0,841.0,978.0,1436.0,1914.0,2175.0,2502.0,2328.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.52547696893448,35.80855402404395]}"
5_0,850.0,621.5,917.5,1241.5,1528.5,1632.0,1496.5,1517.0,1412.0,1538.5,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.74035398489586,35.51157099111404]}"
6_0,2846.0,2286.0,836.0,1050.0,1282.0,1901.0,2419.0,2696.0,2956.0,2696.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46367287738705,35.804601436793824]}"
8_0,1878.5,1288.5,1991.0,2233.0,2348.0,2700.5,3153.5,3246.0,3262.5,3349.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65106144565439,35.76417724900845]}"
9_0,1657.0,1112.5,1432.0,1661.0,1744.0,2117.5,2216.5,2290.0,2361.0,2311.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.62878322660822,35.687101797630994]}"
13_0,1263.0,839.0,4100.0,4084.0,4344.0,4836.0,4815.0,4773.0,4696.0,4988.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65357672844992,35.662308295789295]}"
14_0,2407.0,1574.0,579.0,846.0,911.0,1527.0,2327.0,2649.0,2872.0,2780.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50948695687715,35.82652032972634]}"
20_0,2687.0,1959.0,715.0,910.0,1154.0,1511.0,1828.0,2047.0,2291.0,2170.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.48559177031957,35.79112670753204]}"
22_0,1698.0,1124.0,485.0,612.0,818.0,997.0,1026.0,1100.0,1168.0,1244.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55152811217394,35.75501443311043]}"
23_0,1843.5,1329.0,907.0,1238.0,1533.0,1753.0,1753.0,1824.5,1901.5,1947.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58674207131143,35.79184535975933]}"
26_0,1647.5,1105.5,1471.0,1637.0,1719.5,2148.5,2333.5,2408.0,2502.0,2516.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.53823304596898,35.833527188942476]}"
27_0,1738.0,1236.5,3368.0,3510.0,3741.0,3777.5,3698.0,3694.0,3681.0,4088.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71070958051992,35.75663140062184]}"
30_0,1678.5,1237.5,821.5,997.0,1181.0,1327.5,1358.5,1445.5,1499.0,1534.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.55080945994665,35.82903561252188]}"
32_0,1315.5,922.5,3373.5,3510.0,3665.0,3843.0,3696.5,3595.5,3540.0,3775.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61602714957372,35.75357712865584]}"
34_0,1649.5,1207.5,1218.0,1413.0,1652.0,1848.0,1842.5,1833.5,1970.0,1950.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.58746072353873,35.84340865706779]}"
37_0,2525.0,1689.0,651.0,908.0,982.0,1543.0,2136.0,2388.0,2632.0,2634.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.46870344297812,35.837300113135775]}"
41_0,824.0,588.0,1354.0,1928.0,2032.0,4259.0,3311.0,3523.0,3514.0,2082.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63201716163105,35.60212117175329]}"
42_0,427.0,295.0,1348.0,1601.5,1815.5,2022.5,1829.0,1866.5,1721.0,2029.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.71484183082687,35.59062273611656]}"
44_0,1623.5,1096.0,1072.0,1384.0,1487.0,2053.5,2214.5,2223.5,2337.0,2172.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.64046132530177,35.77190276045188]}"
48_0,652.0,424.0,1364.0,1616.0,1776.0,2048.0,2221.0,2268.0,2231.0,2332.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.63183749857423,35.581459920218535]}"
50_0,2385.0,1594.0,580.0,758.0,907.0,1295.0,1666.0,1825.0,2094.0,2054.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.50553436962703,35.75968567258785]}"
51_0,307.0,228.0,8688.0,8464.0,8464.0,8707.0,8136.0,7721.0,7238.0,8008.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.6000371375164,35.642545359538666]}"
53_0,971.0,714.0,804.0,1144.0,1458.0,1586.0,1492.0,1554.0,1528.0,1602.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.61315254066454,35.62332141245851]}"
54_0,1128.0,791.0,1202.0,1586.0,1798.0,1997.0,1764.0,1731.0,1703.0,1864.0,1,Corn,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-90.65052245648391,35.491628391806586]}"
