system:index,B11_t27,B12_t27,B2_t27,B3_t27,B4_t27,B5_t27,B6_t27,B7_t27,B8A_t27,B8_t27,class,class_name,zone,.geo
0_0,3273.0,2908.5,839.5,1043.0,1354.0,1564.0,1691.5,1810.5,2070.0,1947.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,4303.5,4186.5,1216.0,1651.0,2216.0,2587.5,2743.0,2953.5,3166.0,2943.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,5066.0,5002.0,1142.0,1614.0,2362.0,2795.0,2907.0,3100.0,3403.0,3112.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,3694.0,3294.0,927.5,1166.0,1532.0,1816.5,1961.5,2106.5,2334.0,2210.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
5_0,2960.0,2162.0,861.0,934.0,1142.0,1407.5,1735.0,2020.5,2331.0,1847.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.814559401646,34.294713107245734]}"
6_0,2449.0,1852.0,581.0,775.0,1048.0,1305.0,1437.0,1568.0,1765.0,1606.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,3925.0,3545.0,890.0,1296.0,1780.0,2207.0,2400.0,2538.0,2755.0,2598.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,2905.0,2043.0,758.0,1056.0,1554.0,1901.0,2080.0,2264.0,2477.0,2294.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,4661.5,3488.0,1050.5,1365.0,1863.0,2220.0,2476.5,2724.0,3116.5,2741.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
11_0,3901.0,2869.0,1048.0,1188.0,1476.0,1859.0,2299.0,2500.0,2833.0,2514.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.69418515357398,34.046598425771926]}"
12_0,2864.0,1984.0,752.0,1040.0,1526.0,1842.0,1971.0,2142.0,2371.0,2160.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73658563498442,34.026296500350824]}"
15_0,3168.5,2217.0,662.0,1094.0,1054.0,1744.5,3250.0,3711.0,3958.5,3670.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6740628912097,34.04408314297639]}"
16_0,2546.5,1965.5,1102.0,1180.0,1189.0,1563.0,1897.0,2108.5,2383.5,2172.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.27674680156335]}"
17_0,3598.0,2558.0,732.0,991.0,1270.0,1671.0,2126.0,2331.0,2584.0,2398.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70927685034718,34.046778088828745]}"
18_0,3242.0,2217.0,693.0,1008.0,1080.0,1598.0,2298.0,2495.0,2770.0,2564.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54991571894438,34.33513729503112]}"
20_0,3130.5,2204.0,805.0,1113.0,1605.0,2005.5,2166.5,2335.5,2614.0,2371.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81222378190728,34.070134286215854]}"
21_0,3224.0,3080.0,668.0,968.0,1408.0,1658.0,1722.0,1878.0,2062.0,1880.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.18781358843551]}"
24_0,3339.0,2879.5,1106.5,1407.0,1863.0,2127.0,2264.0,2431.0,2695.0,2488.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54434616418284,33.95101767954161]}"
25_0,2001.0,1389.0,535.0,730.0,920.0,1159.0,1262.0,1375.0,1550.0,1442.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51218647701135,34.01479806471409]}"
26_0,2251.0,1713.0,498.0,634.0,848.0,1085.0,1194.0,1305.0,1469.0,1340.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52781716295505,34.040310218783084]}"
27_0,2883.0,1999.0,620.0,1032.0,956.0,1744.0,2214.0,2412.0,2513.0,2364.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7897658998043,34.14199950894542]}"
28_0,3666.5,2858.5,919.0,1437.0,1493.0,2275.5,2688.0,2817.5,2997.0,2806.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.81402041247551,34.14056220449083]}"
30_0,4110.0,3781.0,1032.0,1458.0,2048.0,2345.0,2451.0,2612.0,2927.0,2762.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.53212907631881,34.00994716217985]}"
31_0,3624.0,2604.0,705.0,957.0,1214.0,1627.0,2003.0,2198.0,2502.0,2262.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.54650212086473,34.11397207208089]}"
32_0,2618.0,1797.0,612.0,986.0,978.0,1573.0,2609.0,3041.0,3241.0,3042.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.67082895618687,34.055401915556295]}"
33_0,3811.0,2885.0,911.0,1268.0,1716.0,2144.0,2419.0,2609.0,2930.0,2670.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.58584833030916,34.0336626856806]}"
34_0,4390.0,3053.0,1338.5,1687.0,2063.0,2582.0,3035.0,3297.0,3711.5,3290.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.51524074897736,34.09367014665979]}"
36_0,3644.5,3185.0,1353.0,1757.0,2027.0,2449.0,2709.0,2854.0,3067.0,2888.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.57812281886574,33.97976376863343]}"
37_0,3014.0,2484.5,1219.0,1403.0,1646.0,1892.5,2074.5,2176.5,2414.5,2245.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52979345658011,34.04102887101038]}"
38_0,2987.0,2127.0,751.0,1036.0,1522.0,1845.0,1992.0,2162.0,2470.0,2232.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.73712462415489,34.02432020672576]}"
39_0,3357.0,2156.0,652.0,969.0,978.0,1679.0,2703.0,2943.0,3203.0,3062.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.52242727125032,34.22482417814124]}"
