system:index,B11_t00,B12_t00,B2_t00,B3_t00,B4_t00,B5_t00,B6_t00,B7_t00,B8A_t00,B8_t00,class,class_name,zone,.geo
0_0,2403.5,1573.0,691.0,893.5,1093.0,1390.0,1560.5,1686.0,1953.5,1939.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50032871526098,34.27333320348369]}"
1_0,2264.5,1568.5,526.5,767.0,1030.0,1344.0,1694.5,1897.5,2167.0,2135.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.7040666216993,34.14164018283177]}"
2_0,3198.5,2326.5,741.0,976.0,1203.0,1727.5,2330.0,2501.0,2783.5,2842.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.74431114642785,34.17487784834419]}"
3_0,2845.5,2063.0,633.0,856.5,1055.0,1379.5,1584.0,1730.0,1947.0,1975.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.50086770443146,34.26183476784696]}"
4_0,2495.0,1723.0,503.5,814.5,1200.0,1493.5,1764.5,1956.5,2294.5,2260.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.85731920917009,34.306211542882465]}"
5_0,2854.0,2064.5,722.5,1095.0,1536.0,1872.5,2065.5,2214.0,2480.5,2500.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.814559401646,34.294713107245734]}"
6_0,2545.5,1816.0,645.0,919.0,1254.0,1586.0,1797.5,1951.0,2261.0,2204.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.61477408245781,34.16050480379828]}"
7_0,2391.0,1781.0,642.0,918.5,1363.0,1632.5,1767.5,1924.0,2102.0,2101.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.76605037630354,34.191227186515164]}"
8_0,2728.5,1884.0,734.0,1046.0,1470.0,1880.0,2273.5,2474.5,2761.5,2734.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.6214216155603,34.17487784834419]}"
9_0,2699.0,2076.0,866.5,1182.0,1687.0,1948.5,2079.0,2230.5,2420.0,2449.0,1,Corn,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-91.70155133890376,34.05198831747664]}"
