pixel_id,label,class_name,zone,split,time_step,DOY,year,is_missing,B2_Blue,B3_Green,B4_Red,B5_RedEdge1,B6_RedEdge2,B7_RedEdge3,B8_NIR,B8A_RedEdge4,B11_SWIR1,B12_SWIR2,.geo
0,1,Grapes,CA_Zone2,test,19,190,2021,0,0.05725,0.0972,0.1072,0.17615,0.40325,0.49665,0.5122,0.5346,0.2862,0.1496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.20549954589403,36.8446259569832]}"
1,1,Grapes,CA_Zone2,test,19,190,2021,0,0.1001,0.1377,0.1673,0.19065,0.31845,0.36255,0.3266,0.36965,0.312,0.21255,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.12653763241993,36.88019924223433]}"
2,1,Grapes,CA_Zone2,train,19,190,2021,0,0.07265,0.1051,0.1109,0.17085,0.29905,0.37175,0.3776,0.407,0.36555,0.27535,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.0602419644519,36.879121263893396]}"
3,1,Grapes,CA_Zone2,train,19,190,2021,0,0.0343,0.0797,0.0388,0.1271,0.4164,0.51635,0.515,0.5338,0.2106,0.1004,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16211091767106,36.88154671516052]}"
4,1,Grapes,CA_Zone2,train,19,190,2021,0,0.05635,0.0999,0.09225,0.16395,0.3292,0.38785,0.4032,0.41405,0.30845,0.2193,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.05970297528143,36.796116931640746]}"
5,1,Grapes,CA_Zone2,train,19,190,2021,0,0.0911,0.1401,0.1542,0.21255,0.32755,0.3744,0.3862,0.3972,0.36105,0.3036,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.16103293933011,36.788032094083675]}"
6,1,Grapes,CA_Zone2,test,19,190,2021,0,0.0808,0.131,0.134,0.1919,0.2999,0.3395,0.3488,0.36,0.2994,0.2163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.49143330082927,36.623909891675034]}"
7,1,Grapes,CA_Zone2,test,19,190,2021,0,0.1118,0.158,0.1883,0.2338,0.32525,0.36485,0.3718,0.38825,0.36835,0.32215,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.07937608000364,36.74706891712783]}"
8,1,Grapes,CA_Zone2,test,19,190,2021,0,0.09525,0.1389,0.1559,0.21095,0.33715,0.38395,0.3934,0.40795,0.36425,0.293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.00822950950138,36.60612324904947]}"
9,1,Grapes,CA_Zone2,test,19,190,2021,0,0.0535,0.09515,0.0667,0.14345,0.3972,0.4821,0.5022,0.50545,0.27965,0.163,"{""geodesic"":false,""type"":""Point"",""coordinates"":[-120.25023564704318,36.82818678728382]}"
